route_code,route_name,route_type,start_hour,trips_total,trips_completed,trips_canceled,avg_trip_duration_sec,avg_distance_m,avg_fare_amount
M040,Metro Line 40,metro,2025-12-07 10:00:00,1,0,0,600.0,4767.0,6.19
T002,Tram Line 2,tram,2025-12-07 10:00:00,6,5,0,1930.0,6267.17,2.95
T007,Tram Line 7,tram,2025-12-07 10:00:00,5,5,0,1224.0,8927.8,2.55
T012,Tram Line 12,tram,2025-12-07 10:00:00,3,3,0,1940.0,7885.67,26.58
T019,Tram Line 19,tram,2025-12-07 10:00:00,11,10,0,1150.91,7274.73,2.59
T020,Tram Line 20,tram,2025-12-07 10:00:00,2,2,0,780.0,3336.0,24.29
T032,Tram Line 32,tram,2025-12-07 10:00:00,6,5,0,1980.0,6708.33,6.86
T035,Tram Line 35,tram,2025-12-07 10:00:00,8,6,0,1717.5,8403.5,22.47
T038,Tram Line 38,tram,2025-12-07 10:00:00,4,4,0,1470.0,8049.5,3.11
T039,Tram Line 39,tram,2025-12-07 10:00:00,7,6,0,1808.57,10152.14,23.88
B006,Bus Line 6,bus,2025-12-07 09:00:00,4,3,0,1050.0,7335.5,6.79
B014,Bus Line 14,bus,2025-12-07 09:00:00,4,3,0,1725.0,6318.25,2.45
B016,Bus Line 16,bus,2025-12-07 09:00:00,6,5,0,2090.0,7519.83,2.94
B017,Bus Line 17,bus,2025-12-07 09:00:00,6,5,0,1390.0,6818.5,23.32
B018,Bus Line 18,bus,2025-12-07 09:00:00,4,3,0,1770.0,8605.75,3.09
B024,Bus Line 24,bus,2025-12-07 09:00:00,1,1,0,960.0,7740.0,5.63
B029,Bus Line 29,bus,2025-12-07 09:00:00,5,4,0,1308.0,7790.6,23.44
B030,Bus Line 30,bus,2025-12-07 09:00:00,3,2,0,2380.0,6865.67,6.59
B031,Bus Line 31,bus,2025-12-07 09:00:00,4,3,0,1410.0,7132.25,2.65
B037,Bus Line 37,bus,2025-12-07 09:00:00,1,1,0,2160.0,6660.0,6.04
M001,Metro Line 1,metro,2025-12-07 09:00:00,8,7,0,1807.5,9389.62,2.64
M003,Metro Line 3,metro,2025-12-07 09:00:00,8,7,0,1717.5,5443.38,2.42
M004,Metro Line 4,metro,2025-12-07 09:00:00,7,6,0,1971.43,6976.57,2.75
M005,Metro Line 5,metro,2025-12-07 09:00:00,6,4,0,1490.0,5460.83,2.64
M008,Metro Line 8,metro,2025-12-07 09:00:00,6,6,0,1200.0,6303.33,3.11
M009,Metro Line 9,metro,2025-12-07 09:00:00,4,3,0,1830.0,8405.75,2.58
M010,Metro Line 10,metro,2025-12-07 09:00:00,6,5,0,1710.0,8002.17,20.77
M011,Metro Line 11,metro,2025-12-07 09:00:00,6,3,0,1500.0,6841.5,21.49
M013,Metro Line 13,metro,2025-12-07 09:00:00,1,1,0,540.0,8096.0,5.42
M015,Metro Line 15,metro,2025-12-07 09:00:00,8,7,0,1177.5,7321.25,6.07
M021,Metro Line 21,metro,2025-12-07 09:00:00,3,3,0,1620.0,9060.67,6.87
M022,Metro Line 22,metro,2025-12-07 09:00:00,4,4,0,1170.0,7271.5,6.45
M023,Metro Line 23,metro,2025-12-07 09:00:00,3,1,0,1500.0,6760.0,2.71
M025,Metro Line 25,metro,2025-12-07 09:00:00,1,1,0,1620.0,9336.0,2.14
M026,Metro Line 26,metro,2025-12-07 09:00:00,2,2,0,1620.0,5948.0,3.09
M027,Metro Line 27,metro,2025-12-07 09:00:00,4,3,0,1200.0,7863.25,22.14
M028,Metro Line 28,metro,2025-12-07 09:00:00,1,1,0,2580.0,2043.0,22.98
M033,Metro Line 33,metro,2025-12-07 09:00:00,3,3,0,540.0,7546.0,2.99
M034,Metro Line 34,metro,2025-12-07 09:00:00,3,3,0,1060.0,8080.0,19.91
M036,Metro Line 36,metro,2025-12-07 09:00:00,6,5,0,1530.0,8400.83,2.51
M040,Metro Line 40,metro,2025-12-07 09:00:00,5,5,0,972.0,7401.8,5.82
T002,Tram Line 2,tram,2025-12-07 09:00:00,3,3,0,1920.0,7086.0,2.4
T007,Tram Line 7,tram,2025-12-07 09:00:00,3,3,0,1620.0,7063.33,2.81
T012,Tram Line 12,tram,2025-12-07 09:00:00,2,2,0,720.0,6173.0,20.66
T019,Tram Line 19,tram,2025-12-07 09:00:00,2,1,0,2250.0,6249.0,2.76
T020,Tram Line 20,tram,2025-12-07 09:00:00,2,2,0,690.0,10886.5,18.57
T032,Tram Line 32,tram,2025-12-07 09:00:00,4,4,0,1665.0,6870.25,6.39
T035,Tram Line 35,tram,2025-12-07 09:00:00,2,2,0,2460.0,8133.5,20.65
T038,Tram Line 38,tram,2025-12-07 09:00:00,5,4,0,1608.0,7265.4,2.63
T039,Tram Line 39,tram,2025-12-07 09:00:00,8,7,0,1470.0,7592.88,22.55
B006,Bus Line 6,bus,2025-12-07 08:00:00,6,6,0,1910.0,7979.5,5.98
B014,Bus Line 14,bus,2025-12-07 08:00:00,3,3,0,920.0,5669.33,2.79
B016,Bus Line 16,bus,2025-12-07 08:00:00,5,5,0,1572.0,8614.0,2.74
B017,Bus Line 17,bus,2025-12-07 08:00:00,4,4,0,1530.0,11178.25,20.41
B018,Bus Line 18,bus,2025-12-07 08:00:00,4,4,0,1440.0,8053.0,2.31
B024,Bus Line 24,bus,2025-12-07 08:00:00,5,5,0,1584.0,7162.4,7.07
B029,Bus Line 29,bus,2025-12-07 08:00:00,7,5,0,1808.57,8302.43,22.87
B030,Bus Line 30,bus,2025-12-07 08:00:00,6,5,0,1110.0,7208.67,6.44
B031,Bus Line 31,bus,2025-12-07 08:00:00,8,8,0,1305.0,6622.25,2.71
B037,Bus Line 37,bus,2025-12-07 08:00:00,5,3,0,1464.0,6055.0,6.34
M001,Metro Line 1,metro,2025-12-07 08:00:00,1,1,0,1200.0,1815.0,2.22
M003,Metro Line 3,metro,2025-12-07 08:00:00,6,6,0,1660.0,7776.67,2.34
M004,Metro Line 4,metro,2025-12-07 08:00:00,5,5,0,1380.0,4647.0,2.65
M005,Metro Line 5,metro,2025-12-07 08:00:00,2,2,0,330.0,5309.5,2.68
M008,Metro Line 8,metro,2025-12-07 08:00:00,7,7,0,1320.0,6281.86,2.7
M009,Metro Line 9,metro,2025-12-07 08:00:00,5,4,0,1512.0,6663.4,2.53
M010,Metro Line 10,metro,2025-12-07 08:00:00,3,3,0,1480.0,5248.0,22.59
M011,Metro Line 11,metro,2025-12-07 08:00:00,5,5,0,1404.0,5100.0,21.54
M013,Metro Line 13,metro,2025-12-07 08:00:00,3,3,0,940.0,6432.33,5.71
M015,Metro Line 15,metro,2025-12-07 08:00:00,4,4,0,1755.0,6468.75,7.13
M021,Metro Line 21,metro,2025-12-07 08:00:00,4,4,0,1215.0,8601.25,7.94
M022,Metro Line 22,metro,2025-12-07 08:00:00,2,1,0,720.0,6828.0,6.8
M023,Metro Line 23,metro,2025-12-07 08:00:00,4,4,0,1380.0,5957.75,2.61
M025,Metro Line 25,metro,2025-12-07 08:00:00,6,4,0,1650.0,6076.67,2.92
M026,Metro Line 26,metro,2025-12-07 08:00:00,5,4,0,1164.0,8017.8,2.94
M027,Metro Line 27,metro,2025-12-07 08:00:00,7,7,0,1808.57,6750.43,22.58
M028,Metro Line 28,metro,2025-12-07 08:00:00,3,2,0,1820.0,5698.33,23.15
M033,Metro Line 33,metro,2025-12-07 08:00:00,3,3,0,620.0,4037.0,2.61
M034,Metro Line 34,metro,2025-12-07 08:00:00,1,1,0,1980.0,5056.0,18.61
M036,Metro Line 36,metro,2025-12-07 08:00:00,2,2,0,630.0,5131.5,2.82
M040,Metro Line 40,metro,2025-12-07 08:00:00,5,5,0,1236.0,8285.6,6.44
T002,Tram Line 2,tram,2025-12-07 08:00:00,3,2,0,1840.0,5978.0,2.76
T007,Tram Line 7,tram,2025-12-07 08:00:00,6,6,0,1890.0,5542.5,2.92
T012,Tram Line 12,tram,2025-12-07 08:00:00,5,4,0,1536.0,8416.8,19.89
T019,Tram Line 19,tram,2025-12-07 08:00:00,5,4,0,1788.0,6795.8,2.42
T020,Tram Line 20,tram,2025-12-07 08:00:00,2,2,0,1200.0,8039.5,21.81
T032,Tram Line 32,tram,2025-12-07 08:00:00,3,2,0,1300.0,8719.0,7.45
T035,Tram Line 35,tram,2025-12-07 08:00:00,3,3,0,580.0,6582.33,24.72
T038,Tram Line 38,tram,2025-12-07 08:00:00,2,1,0,1260.0,3994.5,3.24
T039,Tram Line 39,tram,2025-12-07 08:00:00,3,3,0,1360.0,7652.67,20.65
B006,Bus Line 6,bus,2025-12-07 07:00:00,7,7,0,1251.43,5093.29,6.31
B014,Bus Line 14,bus,2025-12-07 07:00:00,7,6,0,1542.86,7894.29,2.75
B016,Bus Line 16,bus,2025-12-07 07:00:00,2,2,0,1440.0,5482.0,2.54
B017,Bus Line 17,bus,2025-12-07 07:00:00,3,3,0,1440.0,6951.0,21.58
B018,Bus Line 18,bus,2025-12-07 07:00:00,1,1,0,600.0,9180.0,2.07
B024,Bus Line 24,bus,2025-12-07 07:00:00,3,3,0,2260.0,6749.0,6.84
B029,Bus Line 29,bus,2025-12-07 07:00:00,6,5,0,1510.0,6445.67,24.5
B030,Bus Line 30,bus,2025-12-07 07:00:00,5,4,0,1272.0,6494.6,6.66
B031,Bus Line 31,bus,2025-12-07 07:00:00,4,4,0,1635.0,7090.0,2.63
B037,Bus Line 37,bus,2025-12-07 07:00:00,6,6,0,1650.0,9683.67,6.8
M001,Metro Line 1,metro,2025-12-07 07:00:00,3,2,0,1180.0,8501.67,2.92
M003,Metro Line 3,metro,2025-12-07 07:00:00,2,1,0,1710.0,5949.0,3.17
M004,Metro Line 4,metro,2025-12-07 07:00:00,3,3,0,1640.0,5874.67,2.74
M005,Metro Line 5,metro,2025-12-07 07:00:00,5,4,0,1476.0,6320.0,3.1
M008,Metro Line 8,metro,2025-12-07 07:00:00,7,6,0,1602.86,8225.86,2.72
M009,Metro Line 9,metro,2025-12-07 07:00:00,6,5,0,1020.0,7103.67,2.6
M010,Metro Line 10,metro,2025-12-07 07:00:00,3,2,0,1640.0,8947.0,23.09
M011,Metro Line 11,metro,2025-12-07 07:00:00,3,2,0,1400.0,11149.0,21.56
M013,Metro Line 13,metro,2025-12-07 07:00:00,7,6,0,1825.71,6698.57,5.78
M015,Metro Line 15,metro,2025-12-07 07:00:00,4,3,0,1185.0,6917.0,6.65
M021,Metro Line 21,metro,2025-12-07 07:00:00,4,4,0,1530.0,7097.25,6.4
M022,Metro Line 22,metro,2025-12-07 07:00:00,1,0,0,1620.0,12000.0,5.78
M023,Metro Line 23,metro,2025-12-07 07:00:00,5,4,0,1572.0,6944.4,2.65
M025,Metro Line 25,metro,2025-12-07 07:00:00,6,5,0,1490.0,8371.67,2.31
M026,Metro Line 26,metro,2025-12-07 07:00:00,4,3,0,1620.0,6718.5,2.73
M027,Metro Line 27,metro,2025-12-07 07:00:00,3,3,0,880.0,5403.33,21.05
M028,Metro Line 28,metro,2025-12-07 07:00:00,10,10,0,1326.0,9071.1,22.69
M033,Metro Line 33,metro,2025-12-07 07:00:00,4,3,0,1935.0,4353.75,2.67
M034,Metro Line 34,metro,2025-12-07 07:00:00,5,5,0,1992.0,7790.6,22.65
M036,Metro Line 36,metro,2025-12-07 07:00:00,3,3,0,2300.0,7116.67,2.61
M040,Metro Line 40,metro,2025-12-07 07:00:00,3,3,0,1380.0,8776.0,6.02
T002,Tram Line 2,tram,2025-12-07 07:00:00,3,2,0,1440.0,9977.67,2.54
T007,Tram Line 7,tram,2025-12-07 07:00:00,7,7,0,2005.71,9371.14,2.54
T012,Tram Line 12,tram,2025-12-07 07:00:00,1,1,0,900.0,2604.0,16.89
T019,Tram Line 19,tram,2025-12-07 07:00:00,5,5,0,2064.0,9114.4,2.81
T020,Tram Line 20,tram,2025-12-07 07:00:00,3,3,0,1020.0,6172.33,23.4
T032,Tram Line 32,tram,2025-12-07 07:00:00,4,4,0,1275.0,10140.0,7.06
T035,Tram Line 35,tram,2025-12-07 07:00:00,5,4,0,1848.0,6360.4,26.78
T038,Tram Line 38,tram,2025-12-07 07:00:00,5,5,0,1392.0,3876.2,3.01
T039,Tram Line 39,tram,2025-12-07 07:00:00,4,4,0,1395.0,5932.0,20.2
B006,Bus Line 6,bus,2025-12-07 06:00:00,4,4,0,1590.0,8453.25,5.77
B014,Bus Line 14,bus,2025-12-07 06:00:00,6,5,0,1220.0,8031.83,2.66
B016,Bus Line 16,bus,2025-12-07 06:00:00,4,4,0,1890.0,4169.5,2.69
B017,Bus Line 17,bus,2025-12-07 06:00:00,5,5,0,2028.0,8938.8,22.82
B018,Bus Line 18,bus,2025-12-07 06:00:00,5,3,0,1440.0,8678.6,2.55
B024,Bus Line 24,bus,2025-12-07 06:00:00,5,4,0,1536.0,7215.2,6.57
B029,Bus Line 29,bus,2025-12-07 06:00:00,3,1,0,1220.0,9233.33,22.49
B030,Bus Line 30,bus,2025-12-07 06:00:00,4,4,0,1815.0,8277.0,6.76
B031,Bus Line 31,bus,2025-12-07 06:00:00,1,1,0,960.0,9268.0,2.52
B037,Bus Line 37,bus,2025-12-07 06:00:00,3,3,0,1280.0,8091.33,5.83
M001,Metro Line 1,metro,2025-12-07 06:00:00,5,5,0,1944.0,8129.4,2.49
M003,Metro Line 3,metro,2025-12-07 06:00:00,4,4,0,1680.0,8333.25,3.14
M004,Metro Line 4,metro,2025-12-07 06:00:00,3,3,0,1640.0,6157.0,3.16
M005,Metro Line 5,metro,2025-12-07 06:00:00,1,1,0,360.0,10309.0,3.16
M008,Metro Line 8,metro,2025-12-07 06:00:00,6,6,0,1180.0,6850.33,2.73
M009,Metro Line 9,metro,2025-12-07 06:00:00,6,3,0,1100.0,6879.67,2.65
M010,Metro Line 10,metro,2025-12-07 06:00:00,2,2,0,1320.0,7116.5,21.98
M011,Metro Line 11,metro,2025-12-07 06:00:00,7,6,0,1517.14,8762.0,23.07
M013,Metro Line 13,metro,2025-12-07 06:00:00,5,4,0,1968.0,8282.2,7.19
M015,Metro Line 15,metro,2025-12-07 06:00:00,5,4,0,1488.0,8177.8,7.17
M021,Metro Line 21,metro,2025-12-07 06:00:00,8,7,0,1132.5,8332.38,6.97
M022,Metro Line 22,metro,2025-12-07 06:00:00,2,2,0,1860.0,8490.0,5.82
M023,Metro Line 23,metro,2025-12-07 06:00:00,1,1,0,1680.0,1998.0,3.1
M025,Metro Line 25,metro,2025-12-07 06:00:00,1,1,0,360.0,10164.0,3.26
M026,Metro Line 26,metro,2025-12-07 06:00:00,8,7,0,1590.0,8785.0,2.67
M027,Metro Line 27,metro,2025-12-07 06:00:00,4,4,0,1605.0,6010.25,20.18
M028,Metro Line 28,metro,2025-12-07 06:00:00,7,7,0,1431.43,7172.43,22.33
M033,Metro Line 33,metro,2025-12-07 06:00:00,6,6,0,1310.0,6092.83,2.89
M034,Metro Line 34,metro,2025-12-07 06:00:00,2,2,0,1380.0,5920.0,23.37
M036,Metro Line 36,metro,2025-12-07 06:00:00,3,3,0,1080.0,6064.0,2.97
M040,Metro Line 40,metro,2025-12-07 06:00:00,5,4,0,2328.0,7204.0,7.14
T002,Tram Line 2,tram,2025-12-07 06:00:00,6,5,0,1450.0,6156.17,2.75
T007,Tram Line 7,tram,2025-12-07 06:00:00,1,1,0,2580.0,9010.0,2.63
T012,Tram Line 12,tram,2025-12-07 06:00:00,3,2,0,1280.0,9379.67,20.61
T019,Tram Line 19,tram,2025-12-07 06:00:00,3,3,0,1500.0,8656.33,2.35
T020,Tram Line 20,tram,2025-12-07 06:00:00,3,3,0,1260.0,7925.33,21.04
T032,Tram Line 32,tram,2025-12-07 06:00:00,4,4,0,1530.0,10071.25,7.48
T035,Tram Line 35,tram,2025-12-07 06:00:00,9,9,0,1713.33,8046.78,20.41
T038,Tram Line 38,tram,2025-12-07 06:00:00,6,5,0,1170.0,4765.5,2.63
T039,Tram Line 39,tram,2025-12-07 06:00:00,4,3,0,1530.0,7787.25,20.87
B006,Bus Line 6,bus,2025-12-07 05:00:00,6,5,0,1320.0,5751.67,6.11
B014,Bus Line 14,bus,2025-12-07 05:00:00,5,5,0,1248.0,5964.0,2.68
B016,Bus Line 16,bus,2025-12-07 05:00:00,5,5,0,1224.0,7661.2,2.62
B017,Bus Line 17,bus,2025-12-07 05:00:00,6,6,0,1550.0,7369.17,21.55
B018,Bus Line 18,bus,2025-12-07 05:00:00,4,4,0,2250.0,6573.5,2.45
B024,Bus Line 24,bus,2025-12-07 05:00:00,2,2,0,1410.0,8992.5,6.26
B029,Bus Line 29,bus,2025-12-07 05:00:00,4,4,0,1860.0,3760.75,20.69
B030,Bus Line 30,bus,2025-12-07 05:00:00,3,2,0,1420.0,7735.33,5.74
B031,Bus Line 31,bus,2025-12-07 05:00:00,4,3,0,2310.0,3857.25,2.51
B037,Bus Line 37,bus,2025-12-07 05:00:00,5,5,0,1248.0,6659.2,6.03
M003,Metro Line 3,metro,2025-12-07 05:00:00,2,1,0,1860.0,7293.0,2.95
M004,Metro Line 4,metro,2025-12-07 05:00:00,5,5,0,1944.0,7802.0,2.72
M005,Metro Line 5,metro,2025-12-07 05:00:00,5,5,0,1728.0,6524.6,2.78
M008,Metro Line 8,metro,2025-12-07 05:00:00,4,4,0,1005.0,6030.75,2.82
M010,Metro Line 10,metro,2025-12-07 05:00:00,2,1,0,1470.0,8016.5,18.91
M011,Metro Line 11,metro,2025-12-07 05:00:00,4,4,0,1485.0,6929.75,20.56
M013,Metro Line 13,metro,2025-12-07 05:00:00,4,4,0,1320.0,5105.25,6.84
M015,Metro Line 15,metro,2025-12-07 05:00:00,6,4,0,1650.0,5616.33,6.83
M022,Metro Line 22,metro,2025-12-07 05:00:00,6,4,0,1520.0,6241.83,6.4
M023,Metro Line 23,metro,2025-12-07 05:00:00,6,6,0,1280.0,8058.0,2.92
M025,Metro Line 25,metro,2025-12-07 05:00:00,7,7,0,1500.0,6651.29,2.75
M026,Metro Line 26,metro,2025-12-07 05:00:00,9,6,0,1693.33,5717.89,2.67
M027,Metro Line 27,metro,2025-12-07 05:00:00,5,5,0,1008.0,7696.0,21.67
M028,Metro Line 28,metro,2025-12-07 05:00:00,4,4,0,1170.0,8677.5,23.14
M033,Metro Line 33,metro,2025-12-07 05:00:00,6,6,0,1100.0,7325.0,2.87
M034,Metro Line 34,metro,2025-12-07 05:00:00,3,3,0,1260.0,7369.0,19.83
M036,Metro Line 36,metro,2025-12-07 05:00:00,5,3,0,1752.0,7170.8,3.12
M040,Metro Line 40,metro,2025-12-07 05:00:00,1,0,0,780.0,7392.0,4.83
T002,Tram Line 2,tram,2025-12-07 05:00:00,4,4,0,1800.0,7944.25,2.87
T007,Tram Line 7,tram,2025-12-07 05:00:00,2,1,0,1680.0,6242.5,2.52
T012,Tram Line 12,tram,2025-12-07 05:00:00,1,0,0,1920.0,7430.0,25.42
T019,Tram Line 19,tram,2025-12-07 05:00:00,5,5,0,1332.0,8661.4,2.33
T020,Tram Line 20,tram,2025-12-07 05:00:00,2,2,0,750.0,9047.5,23.54
T032,Tram Line 32,tram,2025-12-07 05:00:00,3,2,0,1380.0,4140.0,6.93
T035,Tram Line 35,tram,2025-12-07 05:00:00,4,4,0,1245.0,6785.0,21.08
T038,Tram Line 38,tram,2025-12-07 05:00:00,4,4,0,1680.0,9928.5,2.61
T039,Tram Line 39,tram,2025-12-07 05:00:00,4,4,0,1665.0,8006.25,21.53
B006,Bus Line 6,bus,2025-12-06 22:00:00,4,4,0,1125.0,6619.0,6.51
B014,Bus Line 14,bus,2025-12-06 22:00:00,3,3,0,1080.0,10019.0,2.78
B016,Bus Line 16,bus,2025-12-06 22:00:00,2,2,0,2190.0,5593.5,2.37
B017,Bus Line 17,bus,2025-12-06 22:00:00,7,7,0,1431.43,6944.14,22.65
B018,Bus Line 18,bus,2025-12-06 22:00:00,2,2,0,1950.0,6915.0,3.09
B024,Bus Line 24,bus,2025-12-06 22:00:00,1,1,0,1500.0,8271.0,7.1
B029,Bus Line 29,bus,2025-12-06 22:00:00,7,7,0,1191.43,8090.29,22.41
B030,Bus Line 30,bus,2025-12-06 22:00:00,4,3,0,1695.0,6977.25,6.87
B031,Bus Line 31,bus,2025-12-06 22:00:00,3,3,0,1320.0,9387.0,2.82
B037,Bus Line 37,bus,2025-12-06 22:00:00,5,5,0,1728.0,5072.0,7.09
M001,Metro Line 1,metro,2025-12-06 22:00:00,5,4,0,1332.0,6372.8,2.73
M003,Metro Line 3,metro,2025-12-06 22:00:00,9,7,0,1473.33,6952.44,2.99
M004,Metro Line 4,metro,2025-12-06 22:00:00,2,1,0,660.0,3431.5,2.61
M005,Metro Line 5,metro,2025-12-06 22:00:00,4,3,0,1560.0,8211.75,2.91
M008,Metro Line 8,metro,2025-12-06 22:00:00,7,7,0,1105.71,8415.86,2.95
M009,Metro Line 9,metro,2025-12-06 22:00:00,5,5,0,1500.0,5964.4,2.78
M010,Metro Line 10,metro,2025-12-06 22:00:00,9,7,0,2020.0,7321.89,21.93
M011,Metro Line 11,metro,2025-12-06 22:00:00,8,8,0,1800.0,8751.25,24.27
M013,Metro Line 13,metro,2025-12-06 22:00:00,5,5,0,1572.0,7137.2,6.0
M015,Metro Line 15,metro,2025-12-06 22:00:00,4,4,0,1185.0,9337.5,6.87
M021,Metro Line 21,metro,2025-12-06 22:00:00,2,1,0,870.0,9077.0,7.47
M022,Metro Line 22,metro,2025-12-06 22:00:00,2,2,0,2400.0,6210.0,7.0
M023,Metro Line 23,metro,2025-12-06 22:00:00,2,1,0,1890.0,5979.5,3.21
M025,Metro Line 25,metro,2025-12-06 22:00:00,7,7,0,1482.86,6726.86,2.85
M026,Metro Line 26,metro,2025-12-06 22:00:00,3,3,0,2080.0,6297.67,2.71
M027,Metro Line 27,metro,2025-12-06 22:00:00,3,3,0,1420.0,6299.67,24.98
M028,Metro Line 28,metro,2025-12-06 22:00:00,1,1,0,2340.0,5706.0,24.62
M033,Metro Line 33,metro,2025-12-06 22:00:00,7,6,0,1414.29,8717.0,2.9
M034,Metro Line 34,metro,2025-12-06 22:00:00,4,3,0,1020.0,6938.25,21.86
M036,Metro Line 36,metro,2025-12-06 22:00:00,5,4,0,1344.0,7279.0,2.63
M040,Metro Line 40,metro,2025-12-06 22:00:00,2,2,0,1710.0,8898.5,7.77
T002,Tram Line 2,tram,2025-12-06 22:00:00,4,4,0,1905.0,7322.25,3.2
T007,Tram Line 7,tram,2025-12-06 22:00:00,4,4,0,1365.0,5872.5,2.4
T012,Tram Line 12,tram,2025-12-06 22:00:00,5,5,0,1332.0,7470.4,24.58
T019,Tram Line 19,tram,2025-12-06 22:00:00,2,1,0,1770.0,5096.5,3.01
T020,Tram Line 20,tram,2025-12-06 22:00:00,4,3,0,1200.0,4277.0,21.24
T032,Tram Line 32,tram,2025-12-06 22:00:00,5,5,0,1572.0,7028.4,7.18
T035,Tram Line 35,tram,2025-12-06 22:00:00,11,11,0,1560.0,7956.64,22.11
T038,Tram Line 38,tram,2025-12-06 22:00:00,3,2,0,2160.0,4480.67,2.95
T039,Tram Line 39,tram,2025-12-06 22:00:00,2,2,0,1080.0,5137.5,24.8
B006,Bus Line 6,bus,2025-12-06 21:00:00,4,3,0,1395.0,3442.0,6.92
B014,Bus Line 14,bus,2025-12-06 21:00:00,2,2,0,720.0,6560.0,2.53
B016,Bus Line 16,bus,2025-12-06 21:00:00,5,5,0,1440.0,8940.4,2.76
B017,Bus Line 17,bus,2025-12-06 21:00:00,3,3,0,1640.0,4774.33,20.95
B018,Bus Line 18,bus,2025-12-06 21:00:00,3,3,0,320.0,7126.33,2.65
B024,Bus Line 24,bus,2025-12-06 21:00:00,4,4,0,1950.0,7962.25,6.66
B029,Bus Line 29,bus,2025-12-06 21:00:00,1,1,0,1740.0,11245.0,24.16
B030,Bus Line 30,bus,2025-12-06 21:00:00,8,8,0,1860.0,7054.25,6.63
B031,Bus Line 31,bus,2025-12-06 21:00:00,7,7,0,1585.71,6718.57,2.88
B037,Bus Line 37,bus,2025-12-06 21:00:00,6,6,0,1730.0,6599.33,7.09
M001,Metro Line 1,metro,2025-12-06 21:00:00,3,3,0,1260.0,7477.67,2.81
M003,Metro Line 3,metro,2025-12-06 21:00:00,7,5,0,1628.57,6963.43,2.62
M004,Metro Line 4,metro,2025-12-06 21:00:00,8,7,0,1470.0,7822.25,2.67
M005,Metro Line 5,metro,2025-12-06 21:00:00,3,3,0,2040.0,3006.0,3.01
M008,Metro Line 8,metro,2025-12-06 21:00:00,4,4,0,1395.0,5528.25,2.57
M009,Metro Line 9,metro,2025-12-06 21:00:00,7,7,0,1508.57,7879.43,2.87
M010,Metro Line 10,metro,2025-12-06 21:00:00,7,6,0,1517.14,9807.86,20.97
M011,Metro Line 11,metro,2025-12-06 21:00:00,5,2,0,2148.0,5501.8,21.87
M013,Metro Line 13,metro,2025-12-06 21:00:00,7,6,0,2091.43,7303.86,5.88
M015,Metro Line 15,metro,2025-12-06 21:00:00,6,5,0,1750.0,7111.17,6.69
M021,Metro Line 21,metro,2025-12-06 21:00:00,5,3,0,1200.0,6326.2,7.03
M022,Metro Line 22,metro,2025-12-06 21:00:00,3,3,0,1440.0,6166.67,6.82
M023,Metro Line 23,metro,2025-12-06 21:00:00,7,7,0,1157.14,8382.86,2.84
M025,Metro Line 25,metro,2025-12-06 21:00:00,3,2,0,2180.0,5270.67,2.51
M026,Metro Line 26,metro,2025-12-06 21:00:00,2,2,0,1320.0,8409.5,2.5
M027,Metro Line 27,metro,2025-12-06 21:00:00,5,4,0,1848.0,6054.0,21.98
M028,Metro Line 28,metro,2025-12-06 21:00:00,3,2,0,1020.0,9004.0,22.76
M033,Metro Line 33,metro,2025-12-06 21:00:00,3,2,0,1620.0,4844.0,3.0
M034,Metro Line 34,metro,2025-12-06 21:00:00,2,2,0,1380.0,6471.0,22.16
M036,Metro Line 36,metro,2025-12-06 21:00:00,2,2,0,750.0,10446.0,3.08
M040,Metro Line 40,metro,2025-12-06 21:00:00,5,5,0,1404.0,6492.0,6.03
T002,Tram Line 2,tram,2025-12-06 21:00:00,4,3,0,1485.0,7379.75,2.92
T007,Tram Line 7,tram,2025-12-06 21:00:00,3,3,0,1620.0,7506.33,2.68
T012,Tram Line 12,tram,2025-12-06 21:00:00,4,3,0,2130.0,9517.0,22.07
T019,Tram Line 19,tram,2025-12-06 21:00:00,1,1,0,1320.0,5526.0,3.14
T020,Tram Line 20,tram,2025-12-06 21:00:00,5,5,0,1536.0,5070.8,22.51
T032,Tram Line 32,tram,2025-12-06 21:00:00,6,6,0,1840.0,9425.17,6.86
T035,Tram Line 35,tram,2025-12-06 21:00:00,3,2,0,2200.0,8931.0,22.56
T038,Tram Line 38,tram,2025-12-06 21:00:00,8,7,0,1867.5,7612.62,2.59
T039,Tram Line 39,tram,2025-12-06 21:00:00,4,4,0,1365.0,9711.25,20.79
B006,Bus Line 6,bus,2025-12-06 20:00:00,4,3,0,1260.0,6229.25,6.62
B014,Bus Line 14,bus,2025-12-06 20:00:00,3,3,0,940.0,8589.33,2.84
B016,Bus Line 16,bus,2025-12-06 20:00:00,4,4,0,1485.0,9523.5,2.8
B017,Bus Line 17,bus,2025-12-06 20:00:00,4,4,0,1575.0,6695.5,24.45
B018,Bus Line 18,bus,2025-12-06 20:00:00,3,2,0,1060.0,7352.67,2.83
B024,Bus Line 24,bus,2025-12-06 20:00:00,4,4,0,1920.0,9079.25,6.18
B029,Bus Line 29,bus,2025-12-06 20:00:00,4,4,0,1635.0,6494.25,24.89
B030,Bus Line 30,bus,2025-12-06 20:00:00,2,2,0,870.0,8454.0,7.23
B031,Bus Line 31,bus,2025-12-06 20:00:00,4,4,0,1950.0,7518.0,2.78
B037,Bus Line 37,bus,2025-12-06 20:00:00,11,11,0,1876.36,8469.36,6.45
